Sio2_Arctic,Sio2_Atlantic,Sio2_Indiana,Sio2_Southern,,,TiO2_Arctic,TiO2_Atlantic,TiO2_Indiana,TiO2_Southern,,,Al2O3_Arctic,Al2O3_Atlantic,Al2O3_Indiana,Al2O3_Southern
,51.34,,,,,,1.77,,,,,,14.32,,
,51.21,,,,,,1.53,,,,,,14.26,,
,50.868,,,,,,1.38,,,,,,15.998,,
,51.249,,,,,,1.733,,,,,,15.298,,
,50.8,,,,,,1.81,,,,,,15.16,,
,50.72,,,,,,1.8,,,,,,15.38,,
,51.295,,,,,,1.83,,,,,,15.235,,
,51.24,,,,,,1.57,,,,,,15.26,,
,51.13,,,,,,1.54,,,,,,14.32,,
,51.159,,,,,,1.464,,,,,,15.521,,
,51.88,,,,,,1.52,,,,,,14.43,,
,51.56,,,,,,1.62,,,,,,14.31,,
,50.81,,,,,,1.82,,,,,,15.17,,
,50.77,,,,,,1.81,,,,,,15.1,,
,51.69,,,,,,1.81,,,,,,14.9,,
,51.286,,,,,,1.784,,,,,,15.327,,
,52.01,,,,,,1.82,,,,,,14.94,,
,51.09,,,,,,1.86,,,,,,15.55,,
,51.14,,,,,,1.84,,,,,,15.49,,
,51.85,,,,,,1.52,,,,,,15.51,,
,51.105,,,,,,1.285,,,,,,16.626,,
,51.105,,,,,,1.285,,,,,,16.626,,
,51.62,,,,,,1.51,,,,,,15.85,,
,51,,,,,,1.44,,,,,,15.86,,
,51.53,,,,,,1.46,,,,,,15.72,,
,51.23,,,,,,1.53,,,,,,16.4,,
,50.978,,,,,,1.434,,,,,,16.738,,
,50.978,,,,,,1.434,,,,,,16.738,,
,51.89,,,,,,2.52,,,,,,13.15,,
,51.58,,,,,,2.38,,,,,,13.91,,
,51.58,,,,,,2.38,,,,,,13.91,,
,50.33,,,,,,0.868,,,,,,18.51,,
,50.33,,,,,,0.868,,,,,,18.51,,
,51.54,,,,,,2.48,,,,,,13.64,,
,51.35,,,,,,1.46,,,,,,16.51,,
,51.02,,,,,,1.5,,,,,,16.82,,
,51.21,,,,,,1.61,,,,,,16.79,,
,51.23,,,,,,1.61,,,,,,16.66,,
,51.03,,,,,,1.51,,,,,,16.66,,
,52.08,,,,,,1.7,,,,,,14.05,,
,52.13,,,,,,1.68,,,,,,15.02,,
,51.303,,,,,,1.623,,,,,,15.319,,
,51.39,,,,,,1.14,,,,,,14.91,,
,51.303,,,,,,1.623,,,,,,15.319,,
,50.77,,,,,,1.63,,,,,,15.49,,
,50.89,,,,,,1.67,,,,,,15.23,,
,51.28,,,,,,1.71,,,,,,15.37,,
,51.125,,,,,,1.61,,,,,,15.285,,
,50.8,,,,,,1.66,,,,,,15.09,,
,52.14,,,,,,1.76,,,,,,15.34,,
,51.393,,,,,,1.717,,,,,,15.775,,
,51.393,,,,,,1.717,,,,,,15.775,,
,51.99,,,,,,1.75,,,,,,15,,
,49.27,,,,,,0.99,,,,,,15.22,,
,50.709,,,,,,1.525,,,,,,15.35,,
,50.709,,,,,,1.525,,,,,,15.35,,
,50.86,,,,,,1.78,,,,,,15.45,,
,50.77,,,,,,1.77,,,,,,15.73,,
,51.36,,,,,,1.74,,,,,,15.57,,
,51.15,,,,,,1.74,,,,,,15.63,,
,50.6,,,,,,1.76,,,,,,15.45,,
,50.7,,,,,,1.76,,,,,,15.59,,
,49.57,,,,,,1.09,,,,,,15.67,,
,51.51,,,,,,1.47,,,,,,14.78,,
,50.561,,,,,,1.366,,,,,,16.43,,
,51.63,,,,,,1.41,,,,,,14.93,,
,50.561,,,,,,1.366,,,,,,16.43,,
,51.47,,,,,,1.46,,,,,,15.5,,
,50.69,,,,,,1.5,,,,,,15.34,,
,50.67,,,,,,1.51,,,,,,15.575,,
,50.84,,,,,,1.53,,,,,,15.32,,
,50.46,,,,,,1.48,,,,,,15.35,,
,50.437,,,,,,1.507,,,,,,15.266,,
,50.437,,,,,,1.507,,,,,,15.266,,
,50.4,,,,,,1.42,,,,,,16.3,,
,50.5,,,,,,1.4,,,,,,16.48,,
,50.1,,,,,,1.41,,,,,,16.08,,
,50.2,,,,,,1.56,,,,,,15.16,,
,50,,,,,,1.41,,,,,,16,,
,50.7,,,,,,1.55,,,,,,15.55,,
,50.91,,,,,,1.38,,,,,,15.16,,
,50.7,,,,,,1.396,,,,,,15.295,,
,50.7,,,,,,1.396,,,,,,15.295,,
,51.19,,,,,,1.41,,,,,,15.02,,
,50.39,,,,,,1.45,,,,,,15.34,,
,50.53,,,,,,1.42,,,,,,15.25,,
,50.49,,,,,,1.36,,,,,,15.36,,
,50.66,,,,,,1.42,,,,,,15.27,,
,50.68,,,,,,1.45,,,,,,15.24,,
,50.5,,,,,,1.45,,,,,,15.21,,
,50.3,,,,,,1.42,,,,,,15.16,,
,50.3,,,,,,1.43,,,,,,15.14,,
,50.4,,,,,,1.43,,,,,,15.18,,
,50.2,,,,,,1.42,,,,,,15.11,,
,50,,,,,,1.42,,,,,,15.05,,
,50.59,,,,,,1.09,,,,,,15.61,,
,50.014,,,,,,0.991,,,,,,16.907,,
,50.014,,,,,,0.991,,,,,,16.907,,
,50.671,,,,,,1.091,,,,,,17.4,,
,51.92,,,,,,1.25,,,,,,14.85,,
,50.671,,,,,,1.091,,,,,,17.4,,
,50.01,,,,,,1.11,,,,,,16.31,,
,49.99,,,,,,1.13,,,,,,16.32,,
,50.16,,,,,,1.32,,,,,,15.08,,
,50.51,,,,,,1.28,,,,,,15.17,,
,49.77,,,,,,1.08,,,,,,16.15,,
,49.8,,,,,,1.1,,,,,,16.17,,
,49.88,,,,,,1.11,,,,,,16.33,,
,49.78,,,,,,1.07,,,,,,16.28,,
,51.02,,,,,,1.13,,,,,,15.41,,
,50.964,,,,,,1.067,,,,,,15.879,,
,50.964,,,,,,1.067,,,,,,15.879,,
,51.38,,,,,,1.1,,,,,,14.71,,
,51.61,,,,,,1.11,,,,,,15.1,,
,51.73,,,,,,1.08,,,,,,14.95,,
,51.35,,,,,,1.07,,,,,,14.87,,
,50.51,,,,,,1.11,,,,,,15.49,,
,50.66,,,,,,1.06,,,,,,15.58,,
,50.46,,,,,,1.09,,,,,,15.46,,
,50.34,,,,,,1.08,,,,,,15.3,,
,50.59,,,,,,1.07,,,,,,15.74,,
,50.57,,,,,,1.09,,,,,,15.49,,
,50.48,,,,,,1.13,,,,,,15.58,,
,50.14,,,,,,1.11,,,,,,15.48,,
,50.45,,,,,,1.08,,,,,,15.33,,
,51.04,,,,,,1.62,,,,,,14.33,,
,50.273,,,,,,1.459,,,,,,15.397,,
,50.273,,,,,,1.459,,,,,,15.397,,
,51.14,,,,,,1.61,,,,,,14.93,,
,50.093,,,,,,1.573,,,,,,15.469,,
,50.093,,,,,,1.573,,,,,,15.469,,
,51.02,,,,,,1.56,,,,,,14.89,,
,50.81,,,,,,1.59,,,,,,15.04,,
,51.68,,,,,,1.66,,,,,,13.99,,
,49.75,,,,,,1.56,,,,,,15.71,,
,49.86,,,,,,1.55,,,,,,14.7,,
,50.55,,,,,,1.64,,,,,,14.73,,
,50.1,,,,,,1.64,,,,,,14.64,,
,49.734,,,,,,1.519,,,,,,14.493,,
,49.734,,,,,,1.519,,,,,,14.493,,
,51.36,,,,,,1.46,,,,,,14.1,,
,49.927,,,,,,1.385,,,,,,14.75,,
,49.927,,,,,,1.385,,,,,,14.75,,
,51.01,,,,,,1.59,,,,,,13.96,,
,51.43,,,,,,1.38,,,,,,14.56,,
,50.357,,,,,,1.27,,,,,,15.652,,
,50.357,,,,,,1.27,,,,,,15.652,,
,49.88,,,,,,1.61,,,,,,14.6,,
,49.77,,,,,,1.63,,,,,,14.68,,
,50.15,,,,,,1.48,,,,,,14.84,,
,50.63,,,,,,1.68,,,,,,14.61,,
,50.29,,,,,,1.64,,,,,,14.7,,
,50.07,,,,,,1.65,,,,,,14.6,,
,50.33,,,,,,1.61,,,,,,14.7,,
,50.14,,,,,,1.62,,,,,,14.79,,
,50.56,,,,,,1.64,,,,,,14.93,,
,49.45,,,,,,1.63,,,,,,15.69,,
,49.143,,,,,,1.464,,,,,,15.09,,
,49.143,,,,,,1.464,,,,,,15.09,,
,50.56,,,,,,1.63,,,,,,15.02,,
,49.611,,,,,,1.545,,,,,,15.269,,
,49.611,,,,,,1.545,,,,,,15.269,,
,50.96,,,,,,1.59,,,,,,15.03,,
,50.72,,,,,,1.57,,,,,,15.36,,
,50.04,,,,,,1.68,,,,,,15.55,,
,49.86,,,,,,1.6,,,,,,15.78,,
,49.64,,,,,,1.52,,,,,,15.7,,
,49.76,,,,,,1.64,,,,,,15.49,,
,49.5,,,,,,1.59,,,,,,15.81,,
,50.86,,,,,,1.27,,,,,,14.86,,
,50.321,,,,,,1.199,,,,,,15.134,,
,50.321,,,,,,1.199,,,,,,15.134,,
,50.87,,,,,,1.22,,,,,,14.58,,
,50.93,,,,,,1.2,,,,,,14.54,,
,50.99,,,,,,1.17,,,,,,14.35,,
,49.029,,,,,,0.891,,,,,,18.099,,
,49.029,,,,,,0.891,,,,,,18.099,,
,49.58,,,,,,1.58,,,,,,15.75,,
,50.62,,,,,,1.61,,,,,,15.39,,
,48.997,,,,,,1.465,,,,,,15.069,,
,48.997,,,,,,1.465,,,,,,15.069,,
,50.96,,,,,,1.35,,,,,,15.25,,
,50.189,,,,,,1.271,,,,,,15.799,,
,50.189,,,,,,1.271,,,,,,15.799,,
,50.63,,,,,,1.42,,,,,,15.14,,
,49.98,,,,,,1.39,,,,,,14.85,,
,49.89,,,,,,1.41,,,,,,14.88,,
,50.02,,,,,,1.57,,,,,,16.27,,
,50.083,,,,,,1.184,,,,,,17.107,,
,50.083,,,,,,1.184,,,,,,17.107,,
,50.46,,,,,,1.84,,,,,,14.25,,
,51.43,,,,,,1.93,,,,,,14.61,,
,50.778,,,,,,1.819,,,,,,14.733,,
,50.778,,,,,,1.819,,,,,,14.733,,
,51.31,,,,,,1.87,,,,,,14.53,,
,51.4,,,,,,1.89,,,,,,14.62,,
,51.28,,,,,,1.86,,,,,,14.55,,
,50.5,,,,,,1.94,,,,,,14.4,,
,50.41,,,,,,1.94,,,,,,14.29,,
,50.7,,,,,,1.95,,,,,,14.38,,
,50.53,,,,,,1.93,,,,,,14.35,,
,51.15,,,,,,1.85,,,,,,14.34,,
,50.77,,,,,,1.79,,,,,,14.76,,
,50.602,,,,,,1.616,,,,,,15.954,,
,50.602,,,,,,1.616,,,,,,15.954,,
,50.415,,,,,,1.504,,,,,,16.523,,
,50.415,,,,,,1.504,,,,,,16.523,,
,51.37,,,,,,2.68,,,,,,13.35,,
,50.379,,,,,,2.615,,,,,,13.174,,
,50.379,,,,,,2.615,,,,,,13.174,,
,52.22,,,,,,2.84,,,,,,13.3,,
,51.77,,,,,,2.74,,,,,,13.37,,
,51.06,,,,,,2.8,,,,,,13.26,,
,50.87,,,,,,2.86,,,,,,13.29,,
,51.29,,,,,,2.8,,,,,,13.35,,
,51.3,,,,,,2.83,,,,,,13.24,,
,50.84,,,,,,2.35,,,,,,13.55,,
,51.033,,,,,,2.238,,,,,,14.106,,
,51.033,,,,,,2.238,,,,,,14.106,,
,50.63,,,,,,2.24,,,,,,13.81,,
,50.27,,,,,,2.27,,,,,,13.48,,
,50.58,,,,,,1.82,,,,,,14.82,,
,54.06,,,,,,1.41,,,,,,15.32,,
,53.98,,,,,,1.43,,,,,,15.79,,
,54.146,,,,,,1.325,,,,,,14.851,,
,54.146,,,,,,1.325,,,,,,14.851,,
,54.645,,,,,,1.455,,,,,,15.66,,
,54.08,,,,,,1.43,,,,,,15.12,,
,54.59,,,,,,1.44,,,,,,15.42,,
,54.52,,,,,,1.45,,,,,,15.61,,
,50.08,,,,,,1.84,,,,,,14.63,,
,50.288,,,,,,1.688,,,,,,14.861,,
,50.288,,,,,,1.688,,,,,,14.861,,
,49.61,,,,,,1.045,,,,,,17.245,,
,49.71,,,,,,1.82,,,,,,14.52,,
,48.9,,,,,,0.99,,,,,,16.79,,
,49.011,,,,,,0.9,,,,,,18.108,,
,49.011,,,,,,0.9,,,,,,18.108,,
,50.57,,,,,,1.73,,,,,,14.19,,
,49.321,,,,,,0.981,,,,,,17.414,,
,49.321,,,,,,0.981,,,,,,17.414,,
,48.93,,,,,,0.99,,,,,,16.79,,
,50,,,,,,1.15,,,,,,15.36,,
,48.66,,,,,,1.06,,,,,,16.91,,
,48.6,,,,,,0.94,,,,,,18.02,,
,48.9,,,,,,1.02,,,,,,17.24,,
,49,,,,,,0.99,,,,,,16.92,,
,51.04,,,,,,1.24,,,,,,14.88,,
,51.21,,,,,,1.24,,,,,,15.17,,
,50.789,,,,,,1.129,,,,,,16.5,,
,50.789,,,,,,1.129,,,,,,16.5,,
,49.67,,,,,,1.43,,,,,,15.97,,
,50.45,,,,,,1.3,,,,,,15.7,,
,50.61,,,,,,1.26,,,,,,15.63,,
,50.82,,,,,,1.24,,,,,,15.62,,
,50.45,,,,,,1.26,,,,,,15.48,,
,50.106,,,,,,1.385,,,,,,15.539,,
,50.106,,,,,,1.385,,,,,,15.539,,
,50.3,,,,,,1.19,,,,,,16.22,,
,49.6,,,,,,1.43,,,,,,15.82,,
,50.08,,,,,,1.31,,,,,,15.85,,
,50.835,,,,,,1.164,,,,,,17.226,,
,50.835,,,,,,1.164,,,,,,17.226,,
,51.5,,,,,,1.73,,,,,,14.97,,
,50.494,,,,,,1.51,,,,,,15.825,,
,50.494,,,,,,1.51,,,,,,15.825,,
,50.89,,,,,,1.552,,,,,,16.595,,
,50.89,,,,,,1.552,,,,,,16.595,,
,49.61,,,,,,1.4,,,,,,16.56,,
,50.184,,,,,,1.388,,,,,,16.378,,
,50.184,,,,,,1.388,,,,,,16.378,,
,50.73,,,,,,1.4,,,,,,15.84,,
,49.94,,,,,,1.38,,,,,,15.27,,
,50.332,,,,,,1.25,,,,,,16.203,,
,50.332,,,,,,1.25,,,,,,16.203,,
,51.09,,,,,,1.49,,,,,,15.45,,
,50.627,,,,,,1.492,,,,,,15.763,,
,50.627,,,,,,1.492,,,,,,15.763,,
,51.33,,,,,,1.51,,,,,,15.49,,
,49.82,,,,,,1.42,,,,,,15.42,,
,49.79,,,,,,1.47,,,,,,15.73,,
,50.03,,,,,,1.5,,,,,,15.21,,
,50.07,,,,,,1.44,,,,,,15.7,,
,50.271,,,,,,1.237,,,,,,16.939,,
,50.271,,,,,,1.237,,,,,,16.939,,
,49.92,,,,,,1.66,,,,,,16.02,,
,50.572,,,,,,1.672,,,,,,15.825,,
,50.38,,,,,,1.55,,,,,,15.66,,
,50.572,,,,,,1.672,,,,,,15.825,,
,51.37,,,,,,1.73,,,,,,15.86,,
,51.21,,,,,,1.76,,,,,,15.93,,
,49.97,,,,,,1.66,,,,,,15.65,,
,50.16,,,,,,1.74,,,,,,15.77,,
,50.63,,,,,,1.75,,,,,,15.84,,
,49.86,,,,,,1.73,,,,,,15.99,,
,50.08,,,,,,1.77,,,,,,15.73,,
,50.22,,,,,,1.7,,,,,,15.86,,
,49.75,,,,,,1.72,,,,,,15.87,,
,49.86,,,,,,1.25,,,,,,16.46,,
,49.97,,,,,,1.28,,,,,,16.43,,
,49.89,,,,,,1.24,,,,,,16.44,,
,48.981,,,,,,1.194,,,,,,16.087,,
,48.981,,,,,,1.194,,,,,,16.087,,
,49.46,,,,,,1.24,,,,,,16.4,,
,49.25,,,,,,1.25,,,,,,16.39,,
,48.49,,,,,,1.25,,,,,,16.37,,
,48.68,,,,,,1.24,,,,,,16.37,,
,50.26,,,,,,1.49,,,,,,15.68,,
,50.5,,,,,,1.436,,,,,,16.462,,
,50.5,,,,,,1.436,,,,,,16.462,,
,49.39,,,,,,1.66,,,,,,15.69,,
,51.11,,,,,,1.76,,,,,,15.5,,
,50.369,,,,,,1.686,,,,,,15.541,,
,50.369,,,,,,1.686,,,,,,15.541,,
,51.26,,,,,,1.75,,,,,,15.68,,
,51.02,,,,,,1.71,,,,,,15.59,,
,50.09,,,,,,1.64,,,,,,15.49,,
,50.074,,,,,,1.501,,,,,,14.96,,
,50.074,,,,,,1.501,,,,,,14.96,,
,51.06,,,,,,1.27,,,,,,15.07,,
,51.12,,,,,,1.238,,,,,,16.252,,
,51.12,,,,,,1.238,,,,,,16.252,,
,51.64,,,,,,1.28,,,,,,15.61,,
,51.77,,,,,,1.56,,,,,,14.92,,
,50.36,,,,,,1.52,,,,,,15.09,,
,51.54,,,,,,1.54,,,,,,14.72,,
,50.956,,,,,,1.502,,,,,,15.273,,
,50.956,,,,,,1.502,,,,,,15.273,,
,50.68,,,,,,1.29,,,,,,15.67,,
,50.79,,,,,,1.33,,,,,,15.49,,
,50.69,,,,,,1.55,,,,,,15.24,,
,50.38,,,,,,1.52,,,,,,15.07,,
,50.48,,,,,,1.58,,,,,,15.12,,
,50.44,,,,,,1.35,,,,,,15.78,,
,50.789,,,,,,1.274,,,,,,15.706,,
,50.789,,,,,,1.274,,,,,,15.706,,
,51.49,,,,,,1.3,,,,,,15.36,,
,50.92,,,,,,1.35,,,,,,15.16,,
,51.49,,,,,,1.35,,,,,,15.24,,
,51.45,,,,,,1.3,,,,,,15.14,,
,51.71,,,,,,1.24,,,,,,15.31,,
,50.3,,,,,,1.31,,,,,,15.41,,
,50.35,,,,,,1.33,,,,,,15.64,,
,49.91,,,,,,1.34,,,,,,15.37,,
,50.43,,,,,,1.36,,,,,,15.48,,
,50.5,,,,,,1.38,,,,,,15.35,,
,49.42,,,,,,1.215,,,,,,16.965,,
,50.29,,,,,,1.46,,,,,,15.47,,
,51.29,,,,,,1.48,,,,,,14.8,,
,50.221,,,,,,1.322,,,,,,16.614,,
,50.221,,,,,,1.322,,,,,,16.614,,
,51.26,,,,,,1.49,,,,,,15.04,,
,51.38,,,,,,1.45,,,,,,15.05,,
,51.34,,,,,,1.38,,,,,,15.18,,
,51.11,,,,,,1.33,,,,,,14.99,,
,50.183,,,,,,1.236,,,,,,16.509,,
,50.183,,,,,,1.236,,,,,,16.509,,
,50.3,,,,,,1.39,,,,,,15.28,,
,50.06,,,,,,1.43,,,,,,15.3,,
,50.11,,,,,,1.38,,,,,,15.31,,
,49.93,,,,,,1.4,,,,,,15.17,,
,50.02,,,,,,1.41,,,,,,15.2,,
,49.85,,,,,,1.38,,,,,,15.17,,
,50.21,,,,,,1.41,,,,,,15.18,,
,50.1,,,,,,1.38,,,,,,15.09,,
,50.396,,,,,,1.353,,,,,,15.673,,
,50.396,,,,,,1.353,,,,,,15.673,,
,49.3,,,,,,0.92,,,,,,16.77,,
,50.06,,,,,,1.03,,,,,,16.71,,
,48.345,,,,,,0.664,,,,,,22.103,,
,48.345,,,,,,0.664,,,,,,22.103,,
,50.2,,,,,,0.96,,,,,,16.73,,
,49.81,,,,,,1.02,,,,,,16.85,,
,51.49,,,,,,1.17,,,,,,15.34,,
,50.94,,,,,,1.03,,,,,,15.04,,
,51.6,,,,,,1.14,,,,,,14.97,,
,50.82,,,,,,1.07,,,,,,15.22,,
,50.75,,,,,,1.02,,,,,,14.94,,
,51.4,,,,,,1.1,,,,,,15.03,,
,51.52,,,,,,1.72,,,,,,14.78,,
,51.68,,,,,,1.1,,,,,,15.28,,
,51.05,,,,,,2.2,,,,,,14.37,,
,51.474,,,,,,1.907,,,,,,15.413,,
,51.73,,,,,,2.03,,,,,,14.13,,
,51.76,,,,,,1.7,,,,,,14.26,,
,51.12,,,,,,1.488,,,,,,15.844,,
,51.74,,,,,,1.66,,,,,,14.85,,
,51.51,,,,,,1.66,,,,,,14.73,,
,51.02,,,,,,1.68,,,,,,14.68,,
,50.625,,,,,,1.582,,,,,,16.503,,
,50.868,,,,,,1.38,,,,,,15.998,,
,51.6,,,,,,1.8,,,,,,14.52,,
,51.59,,,,,,1.76,,,,,,14.51,,
,51.249,,,,,,1.733,,,,,,15.298,,
,51.2,,,,,,1.77,,,,,,14.77,,
,51.55,,,,,,1.67,,,,,,15.15,,
,50.96,,,,,,1.57,,,,,,15.16,,
,51.71,,,,,,1.5,,,,,,14.71,,
,51.159,,,,,,1.464,,,,,,15.521,,
,50.42,,,,,,1.82,,,,,,14.93,,
,50.75,,,,,,1.79,,,,,,15.23,,
,51.49,,,,,,1.84,,,,,,15.08,,
,50.86,,,,,,1.84,,,,,,15.1,,
,50.84,,,,,,1.81,,,,,,15.08,,
,51.286,,,,,,1.784,,,,,,15.327,,
,51.76,,,,,,1.73,,,,,,14.61,,
,51.46,,,,,,1.86,,,,,,14.92,,
,51.31,,,,,,1.94,,,,,,15.5,,
,50.93,,,,,,1.8,,,,,,15.52,,
,51,,,,,,1.9,,,,,,15.59,,
,51.26,,,,,,1.12,,,,,,14.9,,
,51.16,,,,,,0.9,,,,,,15.42,,
,51.08,,,,,,0.89,,,,,,15.42,,
,51.08,,,,,,0.89,,,,,,15.42,,
,51.72,,,,,,1.14,,,,,,15.04,,
,51.72,,,,,,1.14,,,,,,15.04,,
,50.77,,,,,,1.14,,,,,,14.9,,
,51.49,,,,,,1.19,,,,,,15.06,,
,50.31,,,,,,1.12,,,,,,15.87,,
,50.31,,,,,,1.12,,,,,,15.87,,
,50.31,,,,,,1.12,,,,,,15.87,,
,51.95,,,,,,1.07,,,,,,14.91,,
,51.95,,,,,,1.07,,,,,,14.91,,
,50.68,,,,,,1.08,,,,,,15.1,,
,52.51,,,,,,1.09,,,,,,14.1,,
,52.51,,,,,,1.09,,,,,,14.99,,
,50.9,,,,,,1.08,,,,,,14.97,,
,51.6,,,,,,1.14,,,,,,14.97,,
,51.6,,,,,,1.14,,,,,,14.97,,
,51.96,,,,,,1.1,,,,,,14.9,,
,51.18,,,,,,1.1,,,,,,14.88,,
,51.7,,,,,,1.1,,,,,,14.98,,
,51.65,,,,,,1.09,,,,,,14.69,,
,50.54,,,,,,1.13,,,,,,14.91,,
,51.65,,,,,,1.09,,,,,,14.7,,
,51.7,,,,,,1.1,,,,,,14.98,,
,50.94,,,,,,1.1,,,,,,15.08,,
,51.4,,,,,,1.1,,,,,,15.03,,
,51.4,,,,,,1.1,,,,,,15.03,,
,51.39,,,,,,1.14,,,,,,14.91,,
,50.92,,,,,,1.1,,,,,,14.99,,
,52.45,,,,,,1.08,,,,,,14.97,,
,52.45,,,,,,1.08,,,,,,14.97,,
,50.05,,,,,,1.15,,,,,,15.27,,
,52.24,,,,,,1.06,,,,,,14.95,,
,52.24,,,,,,1.06,,,,,,14.94,,
,51.34,,,,,,1.1,,,,,,14.58,,
,51.86,,,,,,1.11,,,,,,14.1,,
,51.86,,,,,,1.11,,,,,,15,,
,50.56,,,,,,1.13,,,,,,14.96,,
,51.05,,,,,,1.19,,,,,,14.89,,
,51.19,,,,,,1.12,,,,,,15.39,,
,51.05,,,,,,1.41,,,,,,14.81,,
,50.31,,,,,,1.43,,,,,,14.73,,
,51.05,,,,,,1.41,,,,,,14.81,,
,51.05,,,,,,1.41,,,,,,14.81,,
,50.89,,,,,,1.39,,,,,,14.77,,
,52.11,,,,,,1.44,,,,,,15.01,,
,52.45,,,,,,1.4,,,,,,14.99,,
,50.12,,,,,,1.43,,,,,,14.75,,
,51.59,,,,,,1.38,,,,,,14.54,,
,50.02,,,,,,1.42,,,,,,14.86,,
,51.59,,,,,,1.38,,,,,,14.53,,
,51.57,,,,,,1.39,,,,,,14.8,,
,51.57,,,,,,1.39,,,,,,14.8,,
,51.57,,,,,,1.39,,,,,,14.8,,
,51.21,,,,,,1.38,,,,,,14.48,,
,51.2,,,,,,1.38,,,,,,14.48,,
,51.2,,,,,,1.38,,,,,,14.48,,
,50.89,,,,,,1.39,,,,,,14.77,,
,50.89,,,,,,1.39,,,,,,14.77,,
,51.17,,,,,,1.35,,,,,,14.56,,
,51.17,,,,,,1.35,,,,,,14.56,,
,51.06,,,,,,1.37,,,,,,14.51,,
,51.06,,,,,,1.37,,,,,,14.51,,
,51.06,,,,,,1.37,,,,,,14.51,,
,51.66,,,,,,1.17,,,,,,15.01,,
,51.47,,,,,,0.95,,,,,,15.13,,
,51.46,,,,,,0.95,,,,,,15.13,,
,51.46,,,,,,0.95,,,,,,15.13,,
,51.15,,,,,,1.11,,,,,,15.19,,
,51.15,,,,,,1.11,,,,,,15.19,,
,50.79,,,,,,1.13,,,,,,14.95,,
,51.15,,,,,,1.11,,,,,,15.19,,
,51.46,,,,,,0.96,,,,,,15.01,,
,50.8,,,,,,1.12,,,,,,15.42,,
,50.8,,,,,,1.12,,,,,,15.42,,
,50.8,,,,,,1.12,,,,,,15.42,,
,51.21,,,,,,0.96,,,,,,15.28,,
,51.21,,,,,,0.96,,,,,,15.28,,
,51.61,,,,,,1.28,,,,,,15.23,,
,51.61,,,,,,1.28,,,,,,15.22,,
,51.61,,,,,,1.28,,,,,,15.22,,
,50.94,,,,,,1.26,,,,,,14.96,,
,50.94,,,,,,1.26,,,,,,14.96,,
,50.94,,,,,,1.26,,,,,,14.96,,
,51.89,,,,,,1.25,,,,,,14.1,,
,52.4,,,,,,1.23,,,,,,14.98,,
,52.4,,,,,,1.23,,,,,,14.98,,
,50.78,,,,,,0.94,,,,,,15.24,,
,50.78,,,,,,0.94,,,,,,15.24,,
,51.33,,,,,,1.25,,,,,,14.94,,
,51.21,,,,,,0.95,,,,,,15.22,,
,51.21,,,,,,0.95,,,,,,15.22,,
,50.48,,,,,,0.98,,,,,,15.25,,
,51.33,,,,,,1.25,,,,,,14.94,,
,50.68,,,,,,1.25,,,,,,14.92,,
,51.12,,,,,,1.06,,,,,,15.23,,
,51.12,,,,,,1.06,,,,,,15.23,,
,50.25,,,,,,1.09,,,,,,15.21,,
,51.71,,,,,,0.99,,,,,,15.34,,
,51.7,,,,,,0.99,,,,,,15.34,,
,50.25,,,,,,0.98,,,,,,15.4,,
,52.14,,,,,,1.33,,,,,,14.74,,
,52.14,,,,,,1.33,,,,,,14.74,,
,50.66,,,,,,1.35,,,,,,14.83,,
,50.91,,,,,,0.87,,,,,,15.1,,
,50,,,,,,0.87,,,,,,15.15,,
,51.31,,,,,,0.84,,,,,,15.17,,
,50.58,,,,,,0.85,,,,,,15.26,,
,50.13,,,,,,0.87,,,,,,15.09,,
,50.58,,,,,,0.85,,,,,,15.26,,
,51.31,,,,,,0.84,,,,,,15.17,,
,49.53,,,,,,0.85,,,,,,15.19,,
,50.97,,,,,,1.17,,,,,,14.93,,
,51.06,,,,,,0.1,,,,,,15.01,,
,51.06,,,,,,1,,,,,,15.01,,
,49.82,,,,,,1.01,,,,,,15.19,,
,51.15,,,,,,1.18,,,,,,14.92,,
,51.15,,,,,,1.18,,,,,,14.92,,
,49.87,,,,,,1.18,,,,,,14.98,,
,51.17,,,,,,1.03,,,,,,15.41,,
,49.75,,,,,,1.04,,,,,,15.38,,
,51.02,,,,,,1.18,,,,,,15.28,,
,51.02,,,,,,1.18,,,,,,15.28,,
,50.84,,,,,,1.02,,,,,,15.45,,
,50.6,,,,,,1,,,,,,15.23,,
,50.6,,,,,,1,,,,,,15.23,,
,51.01,,,,,,1.04,,,,,,15.35,,
,50.83,,,,,,1.07,,,,,,15.87,,
,50.77,,,,,,1.22,,,,,,14.81,,
,50.79,,,,,,1.22,,,,,,14.81,,
,51.36,,,,,,1.24,,,,,,15.04,,
,51.36,,,,,,1.24,,,,,,15.04,,
,51.31,,,,,,1.27,,,,,,14.89,,
,51.31,,,,,,1.27,,,,,,14.89,,
,51.01,,,,,,1.27,,,,,,14.83,,
,51.01,,,,,,1.21,,,,,,14.8,,
,51.78,,,,,,1.18,,,,,,14.72,,
,51.78,,,,,,1.18,,,,,,14.72,,
,50.82,,,,,,1.23,,,,,,14.66,,
,51.47,,,,,,1.12,,,,,,14.75,,
,51.64,,,,,,1.08,,,,,,14.77,,
,51.64,,,,,,1.08,,,,,,14.77,,
,50.45,,,,,,1.11,,,,,,14.97,,
